label	text
NEGATIVE	Furthermore, by comparing the amino acid sequences of YmdB by Basic Local Alignment Search Tool (BLAST) in Genebank, we found that YmdB homologues are present in a variety of bacteria (Including Gram-negative bacteria) except B. subtilis and B. cereus.
POSITIVE	These results can help us to further understand the biocontrol characteristics of B. cereus 0-9.
NEGATIVE	The most frequently isolated Enterobacteriaceae were Enterobacter cloacae (56%) and Klebsiella oxytoca (16%).
POSITIVE	Exploration of the Neisseria Resistome Reveals Resistance Mechanisms in Commensals That May Be Acquired by N. gonorrhoeae through Horizontal Gene Transfer.
NEGATIVE	Nonpathogenic Neisseria transfer mutations encoding antibiotic resistance to their pathogenic relative Neisseria gonorrhoeae.
POSITIVE	This work serves as an initial exploration into the resistance-encoding mutations harbored by nonpathogenic Neisseria, which will ultimately aid in prospective surveillance for novel resistance mechanisms that may be rapidly acquired by N. gonorrhoeae.
POSITIVE	Glycine ursodeoxycholic acid was positively correlated with Ruminococcus gnavus group and Phascolarctobacterium richness.
NEGATIVE	Comparative analysis of 16S rRNA gene sequences indicated  that KGMB01111T was closely related to Ruminococcus gauveauii CCRI-16110T (93.9 %) and Blautia stercoris GAM6-1T (93.7 %), followed by Clostridium nexile DSM 1787T (93.5 %), Blautia producta ATCC 27340T (93.4 %), Blautia hydrogenotrophica  DSM 10507T (93.1 %) and Blautia coccoides ATCC 29236T (93.1 %) within the family  Lachnospiraceae (Clostridium rRNA cluster XIVa).
NEGATIVE	For this cohort study, we sequenced the V6 region of the 16S rRNA gene and used quantitative polymerase chain reaction to detect Streptococcus mitis, Streptococcus sobrinus, Streptococcus mutans, Streptococcus oralis, and Candida albicans in the saliva from mothers and their infants, collected at 2, 9, and 12 mo (Pennsylvania site)  and 2, 12, and 24 mo (West Virginia site).
NEGATIVE	Pathogenic characterization of Aeromonas salmonicida subsp.
NEGATIVE	Aeromonas salmonicida is a gram-negative bacterium that is the causative agent of furunculosis.
NEGATIVE	High prevalence of spoilage microorganisms such as Bacillus amyloliquefaciens and biocontrol bacteria such as Lactococcus lactis was also observed.
NEGATIVE	RESULTS: Two lactic acid bacterial strains (Lactobacillus pentosus SC65 and Pediococcus pentosaceus ON81A) were selected for fermenting GR due to their high  2,2-diphenyl-1-picrylhydrazyl (DPPH) radical-scavenging activity.
NEGATIVE	In comparing the tetra-tandemers to each other and already solved structures from Marinomonas primoryensis and Salmonella enterica,  the extender domains fold as diverse beta-sandwich structures with widely differing calcium contents.
POSITIVE	Draft Genome Sequence of Paenibacillus polymyxa DSM 292, a Gram-Positive, Spore-Forming Soil Bacterium with High Biotechnological Potential.
NEGATIVE	Paenibacillus polymyxa DSM 292 was originally isolated from soil in 1947 due to its ability to produce antibiotics.
POSITIVE	Genomic analysis reveals high virulence and antibiotic resistance amongst phage susceptible Acinetobacter baumannii.
NEGATIVE	In this study, we examined the association between antimicrobial resistance, CRISPR/Cas systems and virulence with phage susceptibility in Acinetobacter baumannii and investigated draft genomes of phage susceptible multidrug resistant A. baumannii strains from Thailand.
NEGATIVE	We investigated 230 A. baumannii strains using 17 lytic A. baumannii phages and the phage susceptibility was 46.5% (107/230).
POSITIVE	We also found association between biofilm formation and the presence of ompA gene among phage susceptible A. baumannii strains (p-value < 0.05).
POSITIVE	A. baumannii isolates carrying cas5 or combinations of two or three other cas genes, showed a significant increase in phage resistance.
NEGATIVE	Whole-genome sequences of seven phage susceptible A. baumannii isolates revealed  that six groups of antibiotic resistance genes were carried by all seven phage susceptible A. baumannii.
NEGATIVE	The  abundance of opportunistic bacteria decreased (Lactobacillus murinus, Erysipelatoclostridium), while the levels of protective bacteria such as Butyricimonas, Clostridium and Akkermansia increased.
NEGATIVE	When the two strains were co-cultured, more butyrate was produced, leading to a higher titer of esters than the mono-culture of C. beijerinckii BGS1.
NEGATIVE	Materials and Methods: Forty-three sequential non-duplicate CRE strains (including 33 Klebsiella pneumoniae isolates, 4 Enterobacter cloacae isolates, 3  Escherichia coli isolates, 1 Serratia marcescens, 1 Morganella morganii and 1 Citrobacter freundii) were collected from 4 county hospitals and 2 municipal hospitals.
NEGATIVE	Enterococcus durans with mosquito larvicidal toxicity against Culex quinquefasciatus, elucidated using a Proteomic and Metabolomic approach.
NEGATIVE	To justify the data in all the three similar strains of Enterococcus durans, we followed the differential proteomics using LCMS 6540 UHD  Accurate Mass QTOF and differential metabolomics approach using both LCMS 6540 UHD Accurate Mass QTOF and 1H-NMR.
POSITIVE	This work helped in identifying Enterococcus durans as a new, potential and alternative strain to the Bacillus species in terms of mosquito larvicidal toxicity against Culex quinquefasciatus.
NEGATIVE	Antibacterial effects were also observed towards Salmonella typhimurium and Proteus mirabilis.
NEGATIVE	However, the methanolic fraction obtained by reversed solid phase cartridge, showed antibacterial activity against Escherichia coli (MIC = 9.37 mg/mL), Proteus mirabilis (MIC = 4.68 mg/mL), Salmonella typhimurium (MIC = 7.06 mg/mL), Micrococcus luteus (MIC = 7.03 mg/mL), and Bacillus cereus (MIC = 2.34 mg/mL).
NEGATIVE	16S rDNA sequence (>1400-bp) comparison placed the bacterial  isolates with Bacillus xiamenensis; Bacillus megaterium; Bacillus cereus; Bacillus amyloliquefaciens; Bacillus velezensis; Brevibacillus brevis; Lysinibacillus fusiformis; Enterobacter cloacae; Lelliottia nimipressuralis; Proteus penneri; Sphingobacterium multivorum; Klebsiella pneumoniae; Pseudomonas  putida; Pseudomonas aeruginosa; Stenotrophomonas maltophilia; Citrobacter freundii; Chryseobacterium indologenes and Paracoccus sp.
POSITIVE	Identification of new arylamine N-acetyltransferases and enhancing 2-acetamidophenol production in Pseudomonas chlororaphis HT66.
NEGATIVE	RESULT: In this study, the active aromatic compound AAP was first purified and identified in gene phzB disruption strain HT66ΔphzB, which was derived from Pseudomonas chlororaphis HT66.
POSITIVE	P. chlororaphis P3, a chemical mutagenesis mutant strain of HT66, has been demonstrated to have a robust ability to produce antimicrobial phenazines.
NEGATIVE	Therefore, genetic engineering, precursor addition, and culture optimization strategies were used to enhance AAP production in P. chlororaphis P3.
NEGATIVE	Furthermore, lipopeptides revealed activity towards selected bacteria of potential concern in artificial insemination like Trueperella pyogenes, Alcaligenes faecalis, Pseudomonas aeruginosa (not C16-KKK-NH2), Pasteurella sp.,  Providencia stuartii, Escherichia coli (not C16-KKKK-NH2) and Streptococcus porcinus (not C16-KKKK-NH2).
NEGATIVE	13 cases (50.0%) of Streptococcus constellatus, 12 cases (46.2%) of Streptococcus anginosus and 1 case (3.8%) of Streptococcus intermadius were observed through the bacterial culture.
NEGATIVE	Selective metal removal from chromium-containing synthetic effluents using Shewanella xiamenensis biofilm supported on zeolite.
NEGATIVE	A scheme of selective removal of metal ions from chromium-containing synthetic solutions with the following chemical composition, Cr (VI)-Fe (III), Cr (VI)-Fe (III)-Ni (II), Cr (VI)-Fe (III)-Ni (II)-Zn (II), and Cr (VI)-Fe (III)-Ni (II)-Zn  (II)-Cu (II)) by Shewanella xiamenensis biofilm immobilized on a zeolite support, was proposed.
NEGATIVE	In a long-term bioreduction experiment, it was possible to achieve complete reduction of Cr (VI) to Cr (III)  ions by Shewanella xiamenensis in 42 days and by Shewanella xiamenensis biofilm on zeolite in 35 days.
NEGATIVE	Escherichia coli, Bacillus cereus, Enterococcus faecalis and Staphylococcus saprophyticus was examined.
NEGATIVE	Specifically, the abundance of Hungatella hathewayi is markedly decreased and positively correlated with the circulating taurine concentration in both humans and mice.
POSITIVE	Consistently, gavage with H. hathewayi normalizes the taurine levels in serum and protects mice against the formation and rupture of intracranial aneurysms.
POSITIVE	Our findings provide insights into a potential role of H. hathewayi-associated taurine depletion as a key factor in the pathogenesis of UIAs.
POSITIVE	Three distinct metagenomic analysis methods of Bifidobacterium-enriched DNA revealed intraindividual temporal stability of B. longum, B. adolescentis, and B. bifidum strains against the background of a changeable microbiome.
NEGATIVE	Genome-Assisted Characterization of Lactobacillus fermentum, Weissella cibaria, and Weissella confusa Strains Isolated from Sorghum as Starters for Sourdough Fermentation.
NEGATIVE	B. dorei, B. uniformis, B. xylanisolvens, B. ovatus, B. clarus, B. thetaiotaomicron and B. vulgatus represented human-adapted species while B. gallinaceum, B. caecigallinarum, B. mediterraneensis, B. caecicola, M. massiliensis, B. plebeius and B. coprocola were commonly detected in chicken but  not human gut microbiota.
NEGATIVE	[Epub ahead of print]  Weissella paramesenteroides WpK4 ameliorate the experimental amoebic colitis by increasing the expression of MUC-2 and the intestinal epithelial regeneration.
NEGATIVE	AIMS: This study evaluates the action of Weissella paramesenteroides WpK4 on amoebic colitis.
NEGATIVE	METHODS AND RESULTS: Weissella paramesenteroides WpK4 was administered in Entamoeba dispar infected and noninfected mice and clinical parameters were evaluated.
POSITIVE	CONCLUSIONS: Weissella paramesenteroides WpK4 was able to increase the protection of the intestinal mucosa against experimental amoebic colitis through the increase of MUC-2 and epithelial regeneration.
POSITIVE	SIGNIFICANCE AND IMPACT OF THE STUDY: Weissella paramesenteroides WpK4 presents the potential to become a complementary tool in the treatment of amoebic colitis.
NEGATIVE	The higher abundance of Prevotella melaninogenica, Fusobacterium sp., Veillonella parvula, Porphyromonas endodontalis, Prevotella pallens, Dialister, Streptococcus anginosus, Prevotella nigrescens, Campylobacter ureolyticus, Prevotella nanceiensis, Peptostreptococcus anaerobius and significant elevation of IL-8, IL-6, TNF-α, GM-CSF, and IFN-γ in the saliva of patients having OSCC.
NEGATIVE	Oncobacteria such as S. anginosus, V. parvula, P. endodontalis, and P. anaerobius may contribute to the development of OSCC by increasing inflammation via increased expression of inflammatory cytokines such as IL-6, IL-8, TNF-α, IFN-γ, and GM-CSF.
NEGATIVE	A series of substituted sulfonamide bioisosteres of 8-hydroxyquinoline were evaluated for their antibacterial activity against the common mastitis causative  pathogens Streptococcus uberis, Staphylococcus aureus and Escherichia coli, both  in the presence and absence of supplementary zinc.
